Submission ID,Track,Keywords,Contributions,Languages
923,Information Retrieval and Text Mining,passage retrieval,nlp engineering experiment,
927,Interpretability and Analysis of Models for NLP,topic modeling,nlp engineering experiment|model analysis & interpretability|theory,
933,Machine Learning for NLP,multi-task learning,model analysis & interpretability,
938,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,"approaches for low-compute settings, efficiency",
941,Machine Learning for NLP,representation learning,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models|data resources,
942,Ethics and NLP,model bias/fairness evaluation,model analysis & interpretability,
953,Dialogue and Interactive Systems,task-oriented|knowledge augmented|commonsense reasoning|conversational modeling,nlp engineering experiment|publicly available software and pre-trained models,
955,NLP Applications,"healthcare applications, clincial nlp",nlp engineering experiment,
957,Machine Learning for NLP,generative models|graphical models,nlp engineering experiment|theory,
958,Machine Learning for NLP,knowledge-augmented methods|transfer learning / domain adaptation|generalization,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
959,Computational Social Science and Cultural Analytics,human behavior analysis|stance detection|emotion detection and analysis|sociolinguistics|nlp tools for social analysis|quantiative analyses of news and/or social media,nlp engineering experiment|data resources,
965,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",textual entailment,model analysis & interpretability,
968,Summarization,abstractive summarisation,nlp engineering experiment|publicly available software and pre-trained models|theory,
970,Summarization,query-focused summarization,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|publicly available software and pre-trained models,
971,Information Retrieval and Text Mining,passage retrieval|dense retrieval,nlp engineering experiment|approaches for low-resource settings,
976,Resources and Evaluation,nlp datasets,nlp engineering experiment|data resources|data analysis,chinese
982,Information Extraction,event extraction,nlp engineering experiment|approaches for low-resource settings,
985,Question Answering,question generation,nlp engineering experiment,
986,Information Retrieval and Text Mining,document representation,nlp engineering experiment,
987,Large Language Models,prompting|interpretability/analysis|robustness,nlp engineering experiment|model analysis & interpretability,
989,"Syntax: Tagging, Chunking, and Parsing",constituency parsing|grammar and knowledge-based approaches,"nlp engineering experiment|model analysis & interpretability|approaches for low-compute settings, efficiency|theory",
991,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application,approaches for low-resource settings,
998,NLP Applications,multimodal applications,nlp engineering experiment,chinese
1012,NLP Applications,security/privacy,nlp engineering experiment,
1015,Machine Learning for NLP,few-shot learning,approaches for low-resource settings,
1018,Generation,inference methods,nlp engineering experiment|model analysis & interpretability|theory,
1021,Resources and Evaluation,corpus creation|benchmarking|evaluation,data resources,
1022,Question Answering,open-domain qa,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|data analysis,
1027,Resources and Evaluation,nlp datasets,data resources,chinese
1029,Information Extraction,named entity recognition and relation extraction,approaches for low-resource settings,
1033,Dialogue and Interactive Systems,applications|conversational modeling,nlp engineering experiment|approaches for low-resource settings,
1034,Linguistic Diversity,less-resourced languages,data resources,bangla
1035,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
1040,Theme Track: Reality Check,lessons from deployment,"approaches for low-compute settings, efficiency",
1046,NLP Applications,knowledge graphs,"model analysis & interpretability|approaches for low-compute settings, efficiency|approaches for low-resource settings",
1047,Computational Social Science and Cultural Analytics,misinformation detection and analysis,nlp engineering experiment,
1048,Resources and Evaluation,evaluation,nlp engineering experiment|model analysis & interpretability|data resources|data analysis,
1056,Question Answering,few-shot qa,nlp engineering experiment|approaches for low-resource settings,
1057,Interpretability and Analysis of Models for NLP,robustness,model analysis & interpretability,
1059,Machine Translation,online adaptation for mt,nlp engineering experiment|model analysis & interpretability|data resources,
1060,Semantics: Lexical,metaphor,nlp engineering experiment,
1061,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application,nlp engineering experiment|approaches for low-resource settings|reproduction study,
1062,Dialogue and Interactive Systems,task-oriented|multilingual / low resource,approaches for low-resource settings,
1065,Machine Learning for NLP,generalization,model analysis & interpretability,
1067,"Language Grounding to Vision, Robotics, and Beyond",vision question answering,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models|reproduction study,
1069,Question Answering,table qa,nlp engineering experiment|data resources,
1071,Large Language Models,fine-tuning,nlp engineering experiment|approaches for low-resource settings,
1072,Large Language Models,prompting|fine-tuning,"approaches for low-compute settings, efficiency|approaches for low-resource settings|publicly available software and pre-trained models",
